"record_id","countrynum","statenum","route","routename","active","latitude","longitude","stratum","bcr","landtypeid","routetypeid","routetypedetailid"
1129,840,17,204,"DEADMAN RD.",1,-40.7597487,-105.4722069,62,16,0,1,1
1130,840,17,205,"GROVER",1,-40.8566157,-104.5420149,36,18,0,1,1
1131,840,17,206,"STONEHAM",1,-40.5807997,-103.6580889,36,18,0,1,1
1132,840,17,207,"AMHERST",1,-40.6141447,-102.0845649,36,18,0,1,1
1133,840,17,208,"DE BEQUE",1,-39.5130367,-108.4622799,84,16,0,1,1
1134,840,17,209,"FLATTOPS",1,-39.6468148,-107.6169662,62,16,0,1,1
1135,840,17,210,"THOMASVILLE",1,-39.3789927,-106.8135989,62,16,0,1,1
1136,840,17,211,"GUANELLA PAS",1,-39.6666667,-105.8500000,62,16,0,1,1
1137,840,17,212,"PROSPECT VAL",0,-39.9859827,-104.5104139,36,18,0,1,1
1138,840,17,213,"LIMON",1,-39.3739850,-103.7867237,36,18,0,1,1
1139,840,17,214,"KIRK",1,-39.5341427,-102.5923459,36,18,0,1,1
1140,840,17,215,"PINON",1,-38.2657408,-108.3489798,62,16,0,1,1
1141,840,17,216,"PAONIA",1,-38.8387837,-107.6025079,84,16,0,1,1
1142,840,17,217,"TINCUP",1,-38.7474207,-106.4305419,62,16,0,1,1
1143,840,17,218,"WET MTNS.",1,-38.3674037,-105.2290729,62,16,0,1,1
1144,840,17,219,"DOYLE BRIDGE",0,-38.0452637,-104.4505009,36,18,0,1,1
1145,840,17,220,"HASWELL",1,-38.1719747,-103.2345199,36,18,0,1,1
1146,840,17,221,"NEEGRANDE",1,-38.2958688,-102.7381166,36,18,0,1,1
1147,840,17,222,"GROUNDHOG RS",1,-37.7801857,-108.0888449,62,16,0,1,1
1148,840,17,223,"PIEDRA",1,-37.2329382,-107.1836240,62,16,0,1,1
1149,840,17,224,"FOX CREEK",1,-37.0593545,-106.1915747,62,16,0,1,1
1150,840,17,225,"MOSCA",1,-37.6909727,-105.9279050,87,16,0,1,1
1151,840,17,226,"COKEDALE",1,-37.1141597,-104.6052929,84,16,0,1,1
1152,840,17,227,"NINAVIEW",1,-37.5201847,-103.1112899,87,18,0,1,1
1153,840,17,228,"EDLER",1,-37.1640087,-102.2766499,36,18,0,1,1
1154,840,17,253,"Lake City 2",1,-37.9409230,-107.1588900,62,16,0,1,1
1155,840,17,301,"DINOSAUR",1,-40.2777657,-108.5596319,84,16,0,1,1
1156,840,17,302,"LAY",1,-40.6681037,-107.8616029,86,10,0,1,1
1157,840,17,303,"STEAMBOAT L.",1,-40.6746076,-106.9331855,62,16,0,1,1
1158,840,17,304,"COMANCHE PK",1,-40.5692247,-105.4284449,62,16,0,1,1
1159,840,17,305,"NUNN",1,-40.8627005,-104.6390073,36,18,0,1,1
1160,840,17,306,"FORT MORGAN",1,-40.3492697,-103.7997669,36,18,0,1,1
1161,840,17,307,"JULESBURG",1,-40.9679121,-102.3257889,36,18,0,1,1
1162,840,17,308,"BAXTER PASS",1,-39.4433277,-108.9548949,84,16,0,1,1
1163,840,17,309,"RAGGED MTN.",1,-39.0799673,-107.3678337,62,16,0,1,1
1164,840,17,310,"WESTON PASS",0,-39.1529607,-106.4087149,62,16,0,1,1
1165,840,17,311,"COMO",1,-39.4106807,-105.9687199,62,16,0,1,1
1166,840,17,312,"BENNETT",1,-39.7238537,-104.3773535,36,18,0,1,1
1167,840,17,313,"FLAGLER",1,-39.5675297,-103.0237419,36,18,0,1,1
1168,840,17,314,"BURLINGTON",1,-39.1718637,-102.1105579,36,18,0,1,1
1169,840,17,315,"BASIN",1,-38.0687767,-108.4608309,87,16,0,1,1
1170,840,17,316,"POWDERHORN",1,-38.4648048,-107.2632899,62,16,0,1,1
1171,840,17,317,"MARSHALL PAS",1,-38.4480577,-106.1069649,62,16,0,1,1
1172,840,17,318,"GRIBBLES PRK",1,-38.6441327,-105.7794649,62,16,0,1,1
1173,840,17,319,"ELLICOTT",1,-38.5495769,-104.4588733,36,18,0,1,1
1174,840,17,320,"KARVAL",1,-38.7624107,-103.3489149,36,18,0,1,1
1175,840,17,321,"SHERIDAN LAK",1,-38.2460697,-102.2107619,36,18,0,1,1
1176,840,17,322,"MCPHEE RES.",1,-37.8399527,-108.7610769,84,16,0,1,1
1177,840,17,323,"ANIMAS",0,-37.2370827,-107.8701319,84,16,0,1,1
1178,840,17,324,"SOUTH FORK",1,-37.6490053,-106.6533167,62,16,0,1,1
1179,840,17,325,"ANTONITO",0,-37.0987057,-105.5208509,87,16,0,1,1
1180,840,17,326,"WALSENBURG",1,-37.6176717,-104.7749029,84,16,0,1,1
1181,840,17,327,"TIMPAS",1,-37.9511700,-103.8764488,36,18,0,1,1
1182,840,17,328,"PRITCHETT",1,-37.2067937,-102.8682559,36,18,0,1,1
1183,840,17,351,"ANGORA",1,-40.2044442,-108.7539818,84,16,0,1,1
1184,840,17,352,"YELLOWJACKET PASS",1,-40.0522652,-107.8736167,84,16,0,1,1
1185,840,17,353,"STILLWATER PASS",0,-40.3126093,-105.9787229,62,16,0,1,1
1186,840,17,354,"GOLD HILL",1,-40.0205912,-105.2961672,62,16,0,1,1
1187,840,17,358,"PICEANCE BASIN",0,-39.8228687,-108.1651539,84,16,0,1,1
1188,840,17,359,"RIFLE FALLS",1,-39.7578337,-107.6922689,84,16,0,1,1
1189,840,17,360,"RADIUM",0,-39.9539677,-106.5583499,62,16,0,1,1
1190,840,17,361,"ROLLINS PASS",1,-39.8235192,-105.5238079,62,16,0,1,1
1191,840,17,362,"ELBERT",1,-38.9999639,-104.7380455,87,18,0,1,1
1192,840,17,365,"NUCLA",1,-38.2700861,-108.5366804,62,16,0,1,1
1193,840,17,366,"OWL CREEK PASS",1,-38.1738367,-107.7416909,62,16,0,1,1
1194,840,17,367,"COCHETOPA PASS",1,-38.0540197,-106.8645557,62,16,0,1,1
1195,840,17,368,"WESTCLIFFE",1,-38.1502227,-105.5137559,62,16,0,1,1
1196,840,17,372,"HAYCAMP MESA",1,-37.4432477,-108.4743579,62,16,0,1,1
1197,840,17,373,"LIZARD HEAD PASS",1,-37.9427007,-107.8223959,62,16,0,1,1
1198,840,17,374,"MOON PASS",1,-37.8392179,-106.2560823,62,16,0,1,1
1199,840,17,375,"GARDNER",1,-37.9410936,-105.2323880,84,16,0,1,1
1200,840,17,376,"LUDLOW",1,-37.3389499,-104.5848671,84,16,0,1,1
1201,840,17,377,"BLACK SULPHUR CR",1,-39.8717490,-108.2849910,84,16,0,1,1
1202,840,17,378,"MCCOY",1,-39.8776700,-106.4640220,62,16,0,1,1
1203,840,17,410,"WESTON PASS 2",1,-39.1305537,-106.1788927,62,16,0,1,1
1204,840,17,412,"PROSPECT VALLEY 2",1,-39.9848652,-104.5086695,36,18,0,1,1
1205,840,17,419,"DOYLE BRIDGE 2",1,-38.0641056,-104.4189177,36,18,0,1,1
1206,840,17,422,"Cortez 2",1,-37.5166544,-108.4645100,84,16,0,1,1
1207,840,17,423,"ANIMAS 2",1,-37.2314334,-107.8695551,84,16,0,1,1
1208,840,17,425,"MESITA",1,-37.0988956,-105.5210119,87,16,0,1,1
1209,840,17,453,"Stillwater Pass 2",1,-40.1799280,-106.0081200,62,16,0,1,1
1210,840,17,900,"ARSENAL",1,-39.8130827,-104.7986289,36,18,0,1,3
1211,840,17,901,"ROCKPORT",1,-40.8120627,-104.7912219,36,18,0,1,3
1212,840,17,902,"MOUNT EVANS",1,-39.6848088,-105.3722224,62,16,0,1,3
1213,840,17,903,"MESAVERDE NP",1,-37.2704067,-108.4824304,84,16,0,1,3
1214,840,17,904,"TRAIL RIDGE ROAD",1,-40.4319964,-105.7630014,62,16,0,1,3
1215,840,18,1,"MYSTIC",1,-41.3360007,-71.9642159,12,30,0,1,1
1216,840,18,2,"E HARTLAND",0,-41.6976407,-72.9096309,12,30,0,1,1
1217,840,18,3,"BUCKINGHAM",1,-41.7026037,-72.5159969,12,30,0,1,1
1218,840,18,4,"UNCASVILLE",1,-41.4177280,-72.1530946,12,30,0,1,1
1219,840,18,5,"WOODSTOCK",0,-41.9407577,-72.1389149,12,30,0,1,1
1220,840,18,6,"WESTBROOK",1,-41.2710807,-72.4984279,12,30,0,1,1
1221,840,18,7,"WILLIMANTIC",1,-41.7771877,-72.1354049,12,30,0,1,1
1222,840,18,8,"NO WOODBURY",1,-41.5493443,-73.2167392,12,30,0,1,1
1223,840,18,9,"SHERMAN",1,-41.5387127,-73.5009399,12,28,0,1,1
1224,840,18,10,"GREENWICH",1,-41.0517897,-73.6169339,12,30,0,1,1
1225,840,18,11,"DANBURY",1,-41.3362789,-73.5313225,12,30,0,1,1
1226,840,18,12,"WARREN",0,-41.7487967,-73.3502269,12,30,0,1,1
1227,840,18,13,"LONG HILL",1,-41.2521947,-73.2470699,12,30,0,1,1
1228,840,18,14,"MID HADDAM",1,-41.5651229,-72.5906625,12,30,0,1,1
1229,840,18,15,"SOUTHINGTON",1,-41.5832977,-72.8512329,12,30,0,1,1
1230,840,18,16,"NEW HARTFORD",0,-41.8784917,-72.9574329,12,14,0,1,1
1231,840,18,102,"NEW HARTFORD",1,-41.7378788,-72.9270422,12,14,0,1,1
1232,840,18,105,"WOODSTOCK 2",1,-41.9407577,-72.1389149,12,30,0,1,1
1233,840,18,112,"WARREN 2",1,-41.7487967,-73.3502260,12,30,0,1,1
1234,840,18,116,"GRANBY",1,-41.8805267,-72.9557559,12,30,0,1,1
1235,840,21,1,"MT PLEASANT",1,-39.5003037,-75.6860679,4,30,0,1,1
1236,840,21,2,"WILMINGTON",1,-39.7518831,-75.5873207,4,30,0,1,1
1237,840,21,3,"HARRINGTON",1,-38.9594417,-75.5366119,4,30,0,1,1
1238,840,21,4,"FREDERICA",1,-39.0287137,-75.4652999,4,30,0,1,1
1239,840,21,5,"DOVER",0,-39.0295357,-75.4593569,4,30,0,1,1
1240,840,21,6,"FRANKFORD",1,-38.5337387,-75.1803229,4,30,0,1,1
1241,840,21,7,"HOLLEYVILLE",0,-38.6735427,-75.2351089,4,30,0,1,1
1242,840,21,8,"LOWES XRDS",0,-38.5040567,-75.4329779,4,30,0,1,1
1243,840,21,9,"BETHANY BCH",0,-38.5804577,-75.0612969,4,30,0,1,1
1244,840,21,10,"MILTON",1,-38.7480537,-75.2899489,4,30,0,1,1
1245,840,21,105,"BLACKBIRD",1,-39.3705837,-75.6392639,4,30,0,1,1
1246,840,21,107,"HOLLEYVILLE 2",1,-38.6736346,-75.2351111,4,30,0,1,1
1247,840,21,108,"PEPPERBOX",1,-38.5040677,-75.4329919,4,30,0,1,1
1248,840,21,109,"GEORGETOWN",1,-38.7324037,-75.4638509,4,30,0,1,1
1249,840,21,900,"Test Route X",0,-39.0295357,-75.4593560,4,30,0,1,1
1250,840,21,901,"Test Route Y",0,-39.0295357,-75.4593560,4,30,0,1,1
1251,840,21,921,"Test Route Z",0,-39.0295357,-75.4593560,4,30,0,1,1
1252,840,25,1,"OAK GROVE",1,-30.9291812,-87.4079434,4,27,0,1,1
1253,840,25,2,"FT WALTN BCH",1,-30.3755433,-86.2758321,3,27,0,1,1
1254,840,25,3,"MOSSY HEAD",1,-30.5193157,-86.4809129,3,27,0,1,1
1255,840,25,4,"BLOUNTSTOWN",1,-30.5288404,-85.1334541,3,27,0,1,1
1256,840,25,5,"BROAD BRANCH",1,-30.3372497,-85.2869789,3,27,0,1,1
1257,840,25,6,"MICCOSUKEE",1,-30.5950194,-84.0413094,4,27,0,1,1
1258,840,25,7,"SEMINOLE HLS",0,-30.3898527,-85.9004499,3,27,0,1,1
1259,840,25,8,"TELOGIA",0,-30.3358457,-84.9914239,3,27,0,1,1
1260,840,25,9,"PORT ST JOE",0,-29.7818335,-85.3003555,3,27,0,1,1
1261,840,25,10,"COVINGTON",1,-30.2734632,-83.8569684,3,27,0,1,1
1262,840,25,11,"STEINHATCHEE",1,-29.6686989,-83.3782062,3,27,0,1,1
1263,840,25,12,"BELMONT",1,-30.5026237,-82.7337409,3,27,0,1,1
1264,840,25,13,"MICANOPY",0,-29.5468457,-82.2630299,3,31,0,1,1
1265,840,25,14,"ROMEO",1,-29.1916199,-82.3948020,3,31,0,1,1
1266,840,25,15,"FT GADSDEN",1,-29.9877641,-84.9762879,3,27,0,1,1
1267,840,25,16,"DALE MABRY",0,-28.0363157,-82.5050049,2,31,0,1,1
1268,840,25,17,"MYAKKA HEAD",0,-27.4438745,-82.1186659,2,31,0,1,1
1269,840,25,18,"ST AUGUSTINE",1,-29.8899427,-81.3438119,3,31,0,1,1
1270,840,25,19,"HILLIARD",1,-30.7202649,-81.9062085,3,27,0,1,1
1271,840,25,20,"SAN ANTONIO",1,-28.3266818,-82.3022052,2,31,0,1,1
1272,840,25,21,"BELMORE",1,-29.8970697,-81.8343049,3,31,0,1,1
1273,840,25,22,"POLK CITY",1,-28.1788407,-81.8605659,2,31,0,1,1
1274,840,25,23,"MABEL",0,-28.5723877,-81.9816829,2,31,0,1,1
1275,840,25,24,"CHILDS",1,-27.3232866,-81.4189503,2,31,0,1,1
1276,840,25,25,"SCOTTSMOOR",1,-28.7481187,-80.8712309,2,31,0,1,1
1277,840,25,26,"SUNNILAND GR",1,-26.2943143,-81.4485610,2,31,0,1,1
1278,840,25,27,"FT LONESOME",1,-27.6610372,-82.1462286,2,31,0,1,1
1279,840,25,28,"PINECREST",1,-25.7510497,-80.9676799,2,31,0,1,1
1280,840,25,29,"ALTURAS",0,-27.9009147,-81.7191149,2,31,0,1,1
1281,840,25,30,"KENANSVILLE",1,-27.9626301,-80.9673345,2,31,0,1,1
1282,840,25,31,"INDIANTOWN",1,-26.9657323,-80.3854635,2,31,0,1,1
1283,840,25,32,"SALVISTA",0,-26.7792597,-81.9372109,2,31,0,1,1
1284,840,25,33,"BROWARD",0,-26.0628347,-80.4312659,1,31,0,1,1
1285,840,25,35,"TAMIAMI",0,-25.6579667,-80.7663639,1,31,0,1,1
1286,840,25,36,"PLANTATION K",0,-25.0015697,-80.5364609,1,31,0,1,1
1287,840,25,37,"SANDERSON",1,-30.2531989,-82.1623546,3,27,0,1,1
1288,840,25,38,"DOCTOR INLET",0,-30.0999027,-81.8070759,3,27,0,1,1
1289,840,25,39,"BOCA RATON",0,-26.3678027,-80.2032849,2,31,0,1,1
1290,840,25,40,"ANDYTOWN",0,-26.0594807,-80.4340449,1,31,0,1,1
1291,840,25,51,"SANTA ROSA",0,-30.3334747,-87.1400909,3,27,0,1,1
1292,840,25,52,"BLACKWATER",1,-30.7209289,-86.7860494,3,27,0,1,1
1293,840,25,53,"DEFUNIAK SPR",1,-30.7184797,-86.1160696,3,27,0,1,1
1294,840,25,54,"BETTS",1,-30.5335474,-85.2426415,3,27,0,1,1
1295,840,25,55,"MILLER XRDS",1,-30.9498107,-85.7419899,4,27,0,1,1
1296,840,25,56,"HIXTOWN SWMP",1,-30.2929508,-83.6676053,3,27,0,1,1
1297,840,25,57,"BLOXHAM",1,-30.3876980,-84.6639032,3,27,0,1,1
1298,840,25,58,"DOWLING PARK",1,-30.3506092,-83.3399191,3,27,0,1,1
1299,840,25,59,"HILDRETH",0,-30.0205957,-82.8111550,3,27,0,1,1
1300,840,25,60,"CALLAHAN",1,-30.5196049,-81.9519897,3,27,0,1,1
1301,840,25,61,"PINETTA",1,-30.5193097,-83.2158819,3,27,0,1,1
1302,840,25,62,"ALLIGATOR PT",1,-29.9468226,-84.3409430,3,27,0,1,1
1303,840,25,63,"FT MCCOY",1,-29.5359317,-81.8774959,3,31,0,1,1
1304,840,25,64,"DEANVILLE",1,-29.4080424,-81.1983453,2,31,0,1,1
1305,840,25,65,"FLEMINGTON",0,-29.1174077,-82.2183149,3,31,0,1,1
1306,840,25,66,"NOBLETON",1,-28.6471072,-82.1719367,2,31,0,1,1
1307,840,25,67,"PENNYWASH CR",1,-28.1011187,-80.8980039,2,31,0,1,1
1308,840,25,68,"WINTER GARDN",1,-28.6901383,-81.5469756,2,31,0,1,1
1309,840,25,69,"KISSIMMEE",1,-28.3225489,-81.3372759,2,31,0,1,1
1310,840,25,70,"PLEASANT GR",0,-27.7698971,-82.3349393,2,31,0,1,1
1311,840,25,71,"SANDY",1,-27.2920427,-82.0563269,2,31,0,1,1
1312,840,25,72,"GARDNER",0,-27.4266407,-81.5833199,2,31,0,1,1
1313,840,25,73,"ARBUCKLE",1,-27.7611546,-81.4536353,2,31,0,1,1
1314,840,25,74,"ST LUCIE",1,-27.2364427,-80.5471555,2,31,0,1,1
1315,840,25,75,"SEBASTIAN",0,-27.8600237,-80.4486919,2,31,0,1,1
1316,840,25,76,"SHAWANO",0,-26.3358707,-80.5359109,1,31,0,1,1
1317,840,25,77,"DAVIE",1,-26.0856265,-80.2292965,1,31,0,1,1
1318,840,25,78,"KENDALL",0,-25.6040397,-80.4097679,1,31,0,1,1
1319,840,25,79,"HOMESTEAD",1,-25.4912637,-80.5425082,1,31,0,1,1
1320,840,25,80,"KEY LARGO",0,-25.3839437,-80.3715899,1,31,0,1,1
1321,840,25,81,"DEVILS GARDN",1,-26.5587549,-81.1267110,2,31,0,1,1
1322,840,25,82,"PALMDALE",1,-26.8751997,-81.3585199,2,31,0,1,1
1323,840,25,83,"KEY WEST",0,-24.6730127,-81.2450339,1,31,0,1,1
1324,840,25,84,"CROSS CITY",1,-29.6862263,-83.0674784,3,27,0,1,1
1325,840,25,85,"ARIPEKA",1,-28.2764097,-82.6352619,2,31,0,1,1
1326,840,25,86,"ALVA",1,-26.9459847,-81.7610009,2,31,0,1,1
1327,840,25,87,"WEAVER STN",1,-25.9322682,-81.6570333,1,31,0,1,1
1328,840,25,88,"CLEWISTON",1,-26.7503280,-80.9020320,1,31,0,1,1
1329,840,25,105,"NIXON",0,-30.3715757,-85.2717359,3,27,0,1,1
1330,840,25,107,"NEW HOPE",0,-30.5368500,-85.8364830,3,27,0,1,1
1331,840,25,108,"BRISTOL",1,-30.3242578,-85.0052085,3,27,0,1,1
1332,840,25,109,"PORT ST JOE 2",1,-29.7818335,-85.3003555,3,27,0,1,1
1333,840,25,113,"ISLAND GROVE",1,-29.4553574,-82.1190940,3,31,0,1,1
1334,840,25,116,"CITRUS PARK",1,-28.0402277,-82.5089729,2,31,0,1,1
1335,840,25,117,"Myakka Head 2",1,-27.4438745,-82.1186650,2,31,0,1,1
1336,840,25,123,"Mabel 2",1,-28.5723877,-81.9816820,2,31,0,1,1
1337,840,25,129,"LAKE BUFFUM",1,-27.9007144,-81.7191254,2,31,0,1,1
1338,840,25,132,"PUNTA GORDA",1,-26.9297114,-82.0333415,2,31,0,1,1
1339,840,25,135,"FLAMINGO",1,-25.1388716,-80.9335333,1,31,0,1,1
1340,840,25,137,"GLEN ST. MARY",0,-30.2516797,-82.1626039,3,27,0,1,1
1341,840,25,138,"Doctors Inlet 2",1,-30.0999167,-81.8069170,3,27,0,1,1
1342,840,25,151,"Laurel Hill",1,-30.9656940,-86.4554860,3,27,0,1,1
1343,840,25,159,"Hildreth 2",1,-30.0189180,-82.8108720,3,27,0,1,1
1344,840,25,165,"MT. OLIVE",1,-29.1871917,-82.2851269,3,31,0,1,1
1345,840,25,170,"Pleasant Grove 2",1,-27.7699290,-82.3349360,2,31,0,1,1
1346,840,25,172,"CREWSVILLE",1,-27.4972377,-81.6004029,2,31,0,1,1
1347,840,25,175,"VERO BEACH",1,-27.8610752,-80.4489977,2,31,0,1,1
1348,840,25,176,"SHAWANO 2",0,-26.6850447,-80.3893099,1,31,0,1,1
1349,840,25,178,"REDLANDS",1,-25.6189890,-80.4147339,1,31,0,1,1
1350,840,25,180,"CARD SOUND",1,-25.3099469,-80.3928389,1,31,0,1,1
1351,840,25,183,"SUGARLOAF KEY",0,-24.6759747,-81.2399969,1,31,0,1,1
1352,840,25,207,"SEMINOLE HILLS 2",1,-30.8137132,-85.7800540,3,27,0,1,1
1353,840,25,283,"SUGARLOAF KEY 2",1,-24.5977030,-81.5829559,1,31,0,1,1
1354,840,25,901,"APALACHICOLA",1,-30.2634445,-84.6552242,3,27,0,1,3
1355,840,25,902,"OSCEOLA",1,-30.3790152,-82.3594866,3,27,0,1,3
1356,840,25,903,"OCALA",1,-29.3967527,-81.8082819,2,31,0,1,3
1357,840,25,904,"LOVEDALE",1,-30.9635097,-85.1179618,4,27,0,1,3
1358,840,25,905,"CROOM",1,-28.5817572,-82.1873953,2,31,0,1,3
1359,840,25,906,"GREEN SWAMP",1,-28.3029119,-81.9184945,2,31,0,1,3
1360,840,25,907,"PINELANDS",1,-25.4058076,-80.6136693,1,31,0,1,3
1361,840,25,908,"Citrus",1,-28.7995277,-82.3809340,2,31,0,1,3
1362,840,25,909,"Goethe",1,-29.0970600,-82.5826000,3,31,0,1,3
1363,840,25,910,"WEBB",1,-26.8177916,-81.9247336,2,31,0,1,3
1364,840,25,911,"CORBETT",1,-26.8544437,-80.2678139,2,31,0,1,3
1365,840,25,912,"HOLEY LAND",1,-26.3353906,-80.5399018,1,31,0,1,3
1366,840,25,913,"BABCOCK RNCH",0,-26.8333333,-81.6833333,2,31,0,1,3
1367,840,25,915,"MERRITT ISL",0,-28.7856862,-80.8008275,2,31,0,1,3
1368,840,25,916,"RIDGE HARBOR",1,-26.9950167,-81.9587398,2,31,0,1,3
1369,840,25,917,"OLUSTEE",1,-30.2200916,-82.4080153,3,27,0,1,3
1370,840,25,918,"WILDERNES PK",1,-28.5692767,-80.9969329,3,31,0,1,3
1371,840,25,919,"DUPUIS W.E.A",1,-26.9941297,-80.5737674,2,31,0,1,3
1372,840,25,920,"EGLIN A.F.B.",1,-30.4264141,-86.7556245,3,27,0,1,3
1373,840,25,921,"ST VINCENT I",1,-29.6796829,-85.2152920,3,27,0,1,3
1374,840,25,922,"CHASSAHOWITZ",1,-28.6793707,-82.5663679,2,31,0,1,3
1375,840,25,923,"SANTA ROSA GUIS",0,-30.3308940,-87.2953680,3,27,0,1,3
1376,840,25,925,"MERRITT ISLAND 2",0,-28.7856862,-80.8008270,2,31,0,1,3
1377,840,27,1,"HARRIETTS BL",1,-30.8733817,-81.5755079,3,27,0,1,1
1378,840,27,2,"OKEFENOKEE",0,-30.7054907,-82.0685039,3,27,0,1,1
1379,840,27,3,"DARIEN",1,-31.3641465,-81.4181496,3,27,0,1,1
1380,840,27,4,"STOCKTON",1,-30.9276387,-83.0293039,3,27,0,1,1
1381,840,27,5,"BAXLEY",1,-31.9696201,-82.3558447,4,27,0,1,1
1382,840,27,6,"FOWLSTOWN",1,-30.8199147,-84.5234609,4,27,0,1,1
1383,840,27,7,"FITZGERALD",1,-31.7059705,-83.2438622,4,27,0,1,1
1384,840,27,8,"EVERETT CITY",1,-31.3917301,-81.6431740,3,27,0,1,1
1385,840,27,9,"COURTHOUSE",1,-31.8866376,-84.9734875,4,27,0,1,1
1386,840,27,10,"CUTHBERT",1,-31.7456477,-84.7198949,4,27,0,1,1
1387,840,27,11,"GUYTON",0,-32.3437127,-81.3595879,3,27,0,1,1
1388,840,27,12,"LYONS",0,-32.1082297,-82.3706809,4,27,0,1,1
1389,840,27,13,"WRIGHTSVILLE",1,-32.7366314,-82.7652865,4,27,0,1,1
1390,840,27,14,"HAWKINSVILLE",1,-32.3986852,-83.4524425,4,27,0,1,1
1391,840,27,15,"FORSYTH",1,-33.0058447,-83.9907256,11,29,0,1,1
1392,840,27,16,"CREST",1,-32.9365857,-84.4948117,11,29,0,1,1
1393,840,27,17,"WAYCROSS",0,-31.1987087,-82.2305739,3,27,0,1,1
1394,840,27,18,"NASHVILLE",1,-31.2120310,-83.2572724,4,27,0,1,1
1395,840,27,19,"LINCOLNTON",1,-33.7890197,-82.4803579,11,29,0,1,1
1396,840,27,20,"MAXEYS",1,-33.7540376,-83.1735057,11,29,0,1,1
1397,840,27,21,"NEWTON",1,-31.2906127,-84.4058069,4,27,0,1,1
1398,840,27,22,"HOLLONVILLE",0,-33.1819087,-84.4813689,11,29,0,1,1
1399,840,27,23,"FAIRPLAY",0,-33.6355697,-84.8850949,11,29,0,1,1
1400,840,27,24,"ATHENS",1,-34.0324127,-83.3156813,11,29,0,1,1
1401,840,27,25,"COTTON",1,-31.1234736,-84.0731922,4,27,0,1,1
1402,840,27,26,"OAKMAN",1,-34.5664150,-84.7282157,13,28,0,1,1
1403,840,27,27,"CARTERSVILLE",1,-34.0545254,-84.7868559,11,28,0,1,1
1404,840,27,28,"HENDERSON",1,-32.3776397,-83.7887419,4,27,0,1,1
1405,840,27,29,"DOLES",1,-31.6113295,-83.9135034,4,27,0,1,1
1406,840,27,30,"BALDWIN",1,-34.4948364,-83.5415723,11,29,0,1,1
1407,840,27,31,"SILOAM",1,-33.5197045,-83.0957341,11,29,0,1,1
1408,840,27,32,"GROVETOWN",1,-33.4876538,-82.1997128,11,29,0,1,1
1409,840,27,33,"LACROSS",1,-32.1823297,-84.2682799,4,27,0,1,1
1410,840,27,34,"JACKSONBORO",1,-32.8829954,-81.6377660,4,27,0,1,1
1411,840,27,35,"MACON",1,-32.9464727,-83.6478349,4,27,0,1,1
1412,840,27,36,"BOWDON",1,-33.5381995,-85.2533567,11,29,0,1,1
1413,840,27,37,"LINWOOD",1,-34.6689717,-85.3463759,13,28,0,1,1
1414,840,27,38,"TAZEWELL",1,-32.3152912,-84.5636584,4,27,0,1,1
1415,840,27,39,"SHANNON",1,-34.3863104,-85.0490155,13,28,0,1,1
1416,840,27,40,"BAXTER",1,-34.7642707,-84.0687099,23,28,0,1,1
1417,840,27,41,"MOUNTAIN CTY",1,-34.9172777,-83.4074789,23,28,0,1,1
1418,840,27,42,"HOLLY SPRS",0,-34.1391517,-84.4635319,11,29,0,1,1
1419,840,27,43,"HIRAM",1,-33.9086267,-84.7482209,11,29,0,1,1
1420,840,27,44,"STOCKBRIDGE",1,-33.6307147,-84.2188269,11,29,0,1,1
1421,840,27,45,"RUTLEDGE",1,-33.6101913,-83.6041811,11,29,0,1,1
1422,840,27,46,"JULIETTE",1,-33.1053145,-83.8122125,11,29,0,1,1
1423,840,27,47,"WASHINGTON",1,-33.6477247,-82.6759719,11,29,0,1,1
1424,840,27,48,"DEEPSTEP",1,-33.0291229,-82.8309704,4,27,0,1,1
1425,840,27,49,"FINLEYSON",1,-32.1468537,-83.5781559,4,27,0,1,1
1426,840,27,50,"RENTZ",1,-32.1747043,-82.9529801,4,27,0,1,1
1427,840,27,51,"WADLEY",1,-32.8899700,-82.3672037,4,27,0,1,1
1428,840,27,52,"PITTS",1,-31.9142657,-83.5531469,4,27,0,1,1
1429,840,27,53,"WORKMORE",1,-31.9354092,-82.9391858,4,27,0,1,1
1430,840,27,54,"DOVER",1,-32.6493901,-81.6930981,4,27,0,1,1
1431,840,27,55,"DOUGLAS",0,-31.4573017,-82.8019089,4,27,0,1,1
1432,840,27,56,"KELLER",0,-31.7655427,-81.2461699,3,27,0,1,1
1433,840,27,57,"BOSTON",1,-30.6653217,-83.8011200,4,27,0,1,1
1434,840,27,58,"NEEDMORE",0,-30.6013017,-82.7066959,3,27,0,1,1
1435,840,27,102,"FOLKSTON",1,-30.7412280,-82.0713150,3,27,0,1,1
1436,840,27,111,"PINEORA",1,-32.3293007,-81.4255139,3,27,0,1,1
1437,840,27,112,"VIDALIA",1,-32.1084995,-82.3713072,4,27,0,1,1
1438,840,27,117,"WARE CO",1,-31.1988887,-82.2302919,3,27,0,1,1
1439,840,27,119,"METASVILLE",0,-33.7283627,-82.5666869,11,29,0,1,1
1440,840,27,122,"HOLLONVILLE 2",1,-33.1817632,-84.4810583,11,29,0,1,1
1441,840,27,123,"WHITESBURG",1,-33.6361338,-84.8855164,11,29,0,1,1
1442,840,27,142,"SUTALLEE",1,-34.2229334,-84.6178662,11,29,0,1,1
1443,840,27,155,"COFFEE CO",1,-31.4577244,-82.8023609,4,27,0,1,1
